accession	agricola_id	altitude	base_count	bio_material	cell_line	cell_type	collected_by	collection_date	country	cultivar	culture_collection	dataclass	description	dev_stage	doi	doi_url	ecotype	environmental_sample	first_public	germline	haplotype	host	identified_by	isolate	isolation_source	keywords	lab_host	last_updated	location	mating_type	metagenome_source	mol_type	organelle	patent_number	plasmid	pubmed_id	pubmed_url	sample_accession	scientific_name	sequence_md5	sequence_version	serotype	serovar	sex	specimen_voucher	strain	study_accession	sub_species	sub_strain	submitted_sex	tax_division	tax_id	tissue_lib	tissue_type	topology	variety
BS002054			29813					2021-09-16	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212144/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212144/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	6e186eeeaf2ceba8089c43ba8ca6e6bd	1										VRL	2697049			LINEAR	
BS002055			29814					2021-09-16	Japan:Shizuoka, west			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212145/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212145/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	216c5311c9ff29f0c54f99470dea3e0f	1										VRL	2697049			LINEAR	
BS002056			29811					2021-09-10	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-215604/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-215604/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	fbc85435f64feb9bb1cff96bad951ca5	1										VRL	2697049			LINEAR	
BS002057			29817					2021-09-13	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-215610/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-215610/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	9b35af1cc37703796d7a70e3af6cb786	1										VRL	2697049			LINEAR	
BS002058			29810					2021-09-15	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-215674/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-215674/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	ce29b29eaea21cbe5a7125ce79cddc5c	1										VRL	2697049			LINEAR	
BS002059			29814					2021-09-15	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-215675/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-215675/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	9dc85d850c3bbfe346ece82a45fccfa3	1										VRL	2697049			LINEAR	
BS002060			29803					2021-09-17	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-215745/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-215745/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	9163cba7fdd80990e48dd9b4d7c9c4e9	1										VRL	2697049			LINEAR	
BS002061			29819					2021-09-17	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-215753/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-215753/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	95464c711c7a1ddce6f3fe209f7f254c	1										VRL	2697049			LINEAR	
BS002062			29815					2021-09-17	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212151/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212151/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	6f6af0d982db547c132bed59a65c7c1a	1										VRL	2697049			LINEAR	
BS002063			29814					2021-09-17	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212152/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212152/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	335afa643cc62e58c57cede34a7a74c4	1										VRL	2697049			LINEAR	
BS002064			29816					2021-09-17	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212153/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212153/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	f71f427c6be6883c0e98679af446feb4	1										VRL	2697049			LINEAR	
BS002065			29816					2021-09-21	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212155/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212155/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	6aac0996ad8dfb85bf3172b52029ab23	1										VRL	2697049			LINEAR	
BS002066			29817					2021-09-21	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212156/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212156/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	512d2018769999130cf30e0f31683175	1										VRL	2697049			LINEAR	
BS002067			29802					2021-09-20	Japan:Shizuoka, west			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212157/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212157/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	1410ba717c26136e0b85696f4b242b55	1										VRL	2697049			LINEAR	
BS002068			29827					2021-09-21	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212158/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212158/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	ce72b2269c30234fc3ff99ae660cdfb2	1										VRL	2697049			LINEAR	
BS002069			29816					2021-09-21	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212161/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212161/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	7dbe611c700c6521ae84e7fbca1fd091	1										VRL	2697049			LINEAR	
BS002070			29828					2021-09-21	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212163/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212163/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	b95641514b1f77050e57c67dd7ade385	1										VRL	2697049			LINEAR	
BS002071			29812					2021-09-21	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-215801/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-215801/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	f75d4eb7102509e13ea4b41035a584c9	1										VRL	2697049			LINEAR	
BS002072			29825					2021-09-26	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212170/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212170/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	e178b3fe828470412138b81e397e055f	1										VRL	2697049			LINEAR	
BS002073			29825					2021-09-26	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212175/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212175/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	0fe9f1e0c4d909463dab98f67a479d51	1										VRL	2697049			LINEAR	
BS002074			29819					2021-09-27	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212176/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212176/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	9d29881acf2da1490c68a230a03379ba	1										VRL	2697049			LINEAR	
BS002075			29817					2021-09-27	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212180/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212180/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	32403e5fbe9b94bb25d5638c746efcc1	1										VRL	2697049			LINEAR	
BS002076			29817					2021-10-01	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212184/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212184/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	18146958c4c2fb3b399dec2b927b8cf9	1										VRL	2697049			LINEAR	
BS002077			29807					2021-09-30	Japan:Shizuoka, west			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212185/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212185/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	37d668ef32239ff0503f3ed3a482b969	1										VRL	2697049			LINEAR	
BS002078			29818					2021-10-01	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212186/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212186/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	93de51abd11f13a4e21c9d38179a1818	1										VRL	2697049			LINEAR	
BS002079			29845					2021-10-05	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212189/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212189/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	6d741cf145aa4aee197f3dc2ec21798c	1										VRL	2697049			LINEAR	
BS002080			29788					2021-11-30	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212196/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212196/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	d1dd9f0d05c8a25cbde1b733fbc24041	1										VRL	2697049			LINEAR	
BS002081			29816					2021-11-30	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212197/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212197/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	875b8ce092e1c55b7e28545a626bacc1	1										VRL	2697049			LINEAR	
BS002082			29825					2021-12-07	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212208/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212208/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	1e760ea95add1eac72f63ac88fd3b4e5	1										VRL	2697049			LINEAR	
BS002083			29816					2021-12-07	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212209/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212209/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	ade25aa19a2dff567a4f23fb846d15d8	1										VRL	2697049			LINEAR	
BS002084			29829					2021-12-07	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212211/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212211/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	46192293e99fa8511e898c2508a4d3cb	1										VRL	2697049			LINEAR	
BS002085			29814					2021-12-07	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-215861/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-215861/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	4f86338ec7610d14434d93c422953bbd	1										VRL	2697049			LINEAR	
BS002086			29813					2021-12-07	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-215866/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-215866/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	5ef91a33af0fae0a6cf96a818c65cafd	1										VRL	2697049			LINEAR	
BS002087			29824					2021-08-18	Japan:Shizuoka, Hamamatsu			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-3-C10982/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-3-C10982/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	aeb21d514b83ed7081996604dfaffcdc	1										VRL	2697049			LINEAR	
BS002088			29832					2021-08-18	Japan:Shizuoka, Hamamatsu			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-3-C10985/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-3-C10985/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	64a38df4fd3becf4cfb2fd5c0717dcca	1										VRL	2697049			LINEAR	
BS002089			29817					2021-08-18	Japan:Shizuoka, Hamamatsu			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-3-C10986/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-3-C10986/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	b305296178e687b3b76b57ee3b90b3a5	1										VRL	2697049			LINEAR	
BS002090			29809					2021-08-18	Japan:Shizuoka, Hamamatsu			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-3-C10996/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-3-C10996/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	125f470b2b4367a18bbe4f8b58929b4f	1										VRL	2697049			LINEAR	
BS002091			29811					2021-08-18	Japan:Shizuoka, Hamamatsu			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-3-C11018/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-3-C11018/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	4434e2edb755984936c7fbaa20b71433	1										VRL	2697049			LINEAR	
BS002092			29823					2021-08-18	Japan:Shizuoka, Hamamatsu			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-3-C11023/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-3-C11023/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	600cdb94a89c60c96e0cc2ee1abcc92f	1										VRL	2697049			LINEAR	
BS002093			29787					2021-08-18	Japan:Shizuoka, Hamamatsu			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-3-C11030/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-3-C11030/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	898558d45242b017afec2a577582ab9b	1										VRL	2697049			LINEAR	
BS002094			29790					2021-08-18	Japan:Shizuoka, Hamamatsu			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-3-C11034/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-3-C11034/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	8e6be24962566b48c4789c517d25152f	1										VRL	2697049			LINEAR	
BS002095			29797					2021-08-18	Japan:Shizuoka, Hamamatsu			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-3-C11039/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-3-C11039/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	2514e39c62adedb6e1623afc9ada7446	1										VRL	2697049			LINEAR	
BS002096			29826					2021-08-18	Japan:Shizuoka, Hamamatsu			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-3-C11046/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-3-C11046/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	271a5fc520431bdc0113138cb4a573bd	1										VRL	2697049			LINEAR	
BS002097			29802					2021-08-18	Japan:Shizuoka, Hamamatsu			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-3-C11052/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-3-C11052/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	943c23f66fb18abd208d326279f1e2cc	1										VRL	2697049			LINEAR	
BS002098			29823					2021-08-18	Japan:Shizuoka, Hamamatsu			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-3-C11053/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-3-C11053/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	3565d910f5a6dba3769d07139febed5e	1										VRL	2697049			LINEAR	
BS002099			29789					2021-08-18	Japan:Shizuoka, Hamamatsu			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-3-C11055/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-3-C11055/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	4363c11e05f7ff92a51d41d0171855fb	1										VRL	2697049			LINEAR	
BS002100			29822					2021-08-19	Japan:Shizuoka, Hamamatsu			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-3-C11059/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-3-C11059/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	80186b58717c9fd7238cb15739d8e074	1										VRL	2697049			LINEAR	
BS002101			29811					2021-08-19	Japan:Shizuoka, Hamamatsu			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-3-C11063/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-3-C11063/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	6f0f841d825f582df3c020cc60e6e269	1										VRL	2697049			LINEAR	
BS002102			29803					2021-08-19	Japan:Shizuoka, Hamamatsu			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-3-C11069/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-3-C11069/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	ce2a3f05ee5f91eaf03108d84199896c	1										VRL	2697049			LINEAR	
